# Exact Riemann solution for problem:	Toro-2
# Discretization:	zonal
# Domain bounds:	0.00000e+00	1.00000e+00
# Iterface position:	5.00000e-01
# Gamma:	1.40000e+00
# Left  state [dens,velx,pres]:	1.00000e+00	-2.00000e+00	4.00000e-01
# Right state [dens,velx,pres]:	1.00000e+00	2.00000e+00	4.00000e-01
# Time:	1.50000e-01
                x	    dens [$\rho$]	      mom [$\mu$]	   e [$\epsilon$]	       pres [$p$]	             eint	       velx [$v$]	             cspd
  3.212500000e-01	  1.190073811e-01	 -8.363592687e-02	  8.018175247e-02	  2.031718095e-02	  4.268050596e-01	 -7.027793244e-01	  4.888873422e-01
  3.237500000e-01	  1.156646807e-01	 -7.968029224e-02	  7.625237812e-02	  1.952275300e-02	  4.219687655e-01	 -6.888904355e-01	  4.861095645e-01
  3.262500000e-01	  1.123975181e-01	 -7.586849854e-02	  7.249342879e-02	  1.875510074e-02	  4.171600286e-01	 -6.750015466e-01	  4.833317867e-01
  3.287500000e-01	  1.092046058e-01	 -7.219654718e-02	  6.889869524e-02	  1.801346786e-02	  4.123788491e-01	 -6.611126578e-01	  4.805540089e-01
  3.312500000e-01	  1.060846710e-01	 -6.866052057e-02	  6.546214852e-02	  1.729711523e-02	  4.076252268e-01	 -6.472237689e-01	  4.777762311e-01
  3.337500000e-01	  1.030364554e-01	 -6.525658113e-02	  6.217793603e-02	  1.660532062e-02	  4.028991619e-01	 -6.333348800e-01	  4.749984534e-01
  3.362500000e-01	  1.000587155e-01	 -6.198097020e-02	  5.904037775e-02	  1.593737840e-02	  3.982006544e-01	 -6.194459911e-01	  4.722206756e-01
  3.387500000e-01	  9.715022203e-02	 -5.883000693e-02	  5.604396239e-02	  1.529259925e-02	  3.935297041e-01	 -6.055571022e-01	  4.694428978e-01
  3.412500000e-01	  9.430976018e-02	 -5.580008730e-02	  5.318334372e-02	  1.467030990e-02	  3.888863111e-01	 -5.916682133e-01	  4.666651200e-01
  3.437500000e-01	  9.153612943e-02	 -5.288768302e-02	  5.045333686e-02	  1.406985279e-02	  3.842704755e-01	 -5.777793244e-01	  4.638873422e-01
  3.462500000e-01	  8.882814347e-02	 -5.008934051e-02	  4.784891470e-02	  1.349058587e-02	  3.796821972e-01	 -5.638904355e-01	  4.611095645e-01
  3.487500000e-01	  8.618463011e-02	 -4.740167986e-02	  4.536520429e-02	  1.293188227e-02	  3.751214762e-01	 -5.500015466e-01	  4.583317867e-01
  3.512500000e-01	  8.360443121e-02	 -4.482139381e-02	  4.299748336e-02	  1.239313003e-02	  3.705883126e-01	 -5.361126578e-01	  4.555540089e-01
  3.537500000e-01	  8.108640255e-02	 -4.234524674e-02	  4.074117686e-02	  1.187373187e-02	  3.660827062e-01	 -5.222237689e-01	  4.527762311e-01
  3.562500000e-01	  7.862941382e-02	 -3.997007364e-02	  3.859185352e-02	  1.137310489e-02	  3.616046572e-01	 -5.083348800e-01	  4.499984534e-01
  3.587500000e-01	  7.623234846e-02	 -3.769277909e-02	  3.654522255e-02	  1.089068032e-02	  3.571541655e-01	 -4.944459911e-01	  4.472206756e-01
  3.612500000e-01	  7.389410362e-02	 -3.551033631e-02	  3.459713030e-02	  1.042590326e-02	  3.527312311e-01	 -4.805571022e-01	  4.444428978e-01
