# Exact Riemann solution for problem:	Toro-4
# Discretization:	zonal
# Domain bounds:	0.00000e+00	1.00000e+00
# Iterface position:	4.00000e-01
# Gamma:	1.40000e+00
# Left  state [dens,velx,pres]:	5.99924e+00	1.95975e+01	4.60894e+02
# Right state [dens,velx,pres]:	5.99242e+00	-6.19633e+00	4.60950e+01
# Time:	3.50000e-02
                x	    dens [$\rho$]	      mom [$\mu$]	   e [$\epsilon$]	       pres [$p$]	             eint	       velx [$v$]	             cspd
  3.312500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  3.337500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  3.362500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  3.387500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  3.412500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  3.437500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  3.462500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  3.487500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  3.512500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  3.537500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  3.562500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  3.587500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  3.612500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  3.637500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
