# Exact Riemann solution for problem:	Toro-6
# Discretization:	zonal
# Domain bounds:	0.00000e+00	1.00000e+00
# Iterface position:	5.00000e-01
# Gamma:	1.40000e+00
# Left  state [dens,velx,pres]:	1.40000e+00	0.00000e+00	1.00000e+00
# Right state [dens,velx,pres]:	1.00000e+00	0.00000e+00	1.00000e+00
# Time:	2.00000e+00
                x	    dens [$\rho$]	      mom [$\mu$]	   e [$\epsilon$]	       pres [$p$]	             eint	       velx [$v$]	             cspd
  1.250000000e-03	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  3.750000000e-03	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  6.250000000e-03	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  8.750000000e-03	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  1.125000000e-02	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  1.375000000e-02	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  1.625000000e-02	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  1.875000000e-02	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  2.125000000e-02	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  2.375000000e-02	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  2.625000000e-02	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  2.875000000e-02	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  3.125000000e-02	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  3.375000000e-02	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  3.625000000e-02	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  3.875000000e-02	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  4.125000000e-02	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  4.375000000e-02	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  4.625000000e-02	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  4.875000000e-02	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  5.125000000e-02	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  5.375000000e-02	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  5.625000000e-02	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  5.875000000e-02	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  6.125000000e-02	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  6.375000000e-02	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  6.625000000e-02	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  6.875000000e-02	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  7.125000000e-02	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  7.375000000e-02	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  7.625000000e-02	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  7.875000000e-02	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  8.125000000e-02	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  8.375000000e-02	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  8.625000000e-02	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  8.875000000e-02	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  9.125000000e-02	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  9.375000000e-02	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  9.625000000e-02	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  9.875000000e-02	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  1.012500000e-01	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  1.037500000e-01	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  1.062500000e-01	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  1.087500000e-01	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  1.112500000e-01	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  1.137500000e-01	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  1.162500000e-01	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  1.187500000e-01	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  1.212500000e-01	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  1.237500000e-01	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  1.262500000e-01	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  1.287500000e-01	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  1.312500000e-01	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  1.337500000e-01	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  1.362500000e-01	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  1.387500000e-01	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  1.412500000e-01	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  1.437500000e-01	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  1.462500000e-01	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  1.487500000e-01	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  1.512500000e-01	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  1.537500000e-01	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  1.562500000e-01	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  1.587500000e-01	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  1.612500000e-01	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
  1.637500000e-01	  1.400000000e+00	  0.000000000e+00	  2.500000000e+00	  1.000000000e+00	  1.785714286e+00	  0.000000000e+00	  1.000000000e+00
